Date,Selina,Sub Category,Capacity,Out of Order,Available Beds,Sold Beds,Room Revenue USD,Food and Beverage Revenue,Activities Revenue,Co-Working Revenue,Average Guest Review
12/9/2017,Jaco,Private,42,2,40,20,630,207.27,69.3,14.49,8.792
12/9/2017,Red Frog,Private,34,1,33,26,764.4,272.8908,151.3512,47.3928,8.737
12/9/2017,Tamarindo,Private,24,1,23,15,535.5,167.076,68.0085,23.0265,8.783
12/9/2017,Tamarindo,Private Shared,34,1,33,21,680.4,213.6456,84.3696,29.9376,8.773
12/9/2017,Red Frog,Dorm,24,1,23,18,270,96.66,50.49,15.93,8.756
12/9/2017,Santa Teresa North,Private Shared,16,1,15,12,324,103.032,51.516,16.524,8.754
12/9/2017,Venao,Private,12,1,11,9,283.5,98.3745,67.7565,30.618,8.686
12/9/2017,Santa Teresa North,Dorm,140,1,139,99,1683,518.364,247.401,107.712,8.766
12/9/2017,San Jose,Dorm,86,2,84,59,944,299.248,147.264,46.256,8.752
12/9/2017,Venao,Dorm,51,1,50,37,592,206.608,137.936,57.424,8.685
12/9/2017,Bocas del Toro,Private Shared,32,1,31,24,648,229.392,141.264,71.28,8.712
12/9/2017,Bocas del Toro,Private,44,1,43,34,999.6,349.86,225.9096,111.9552,8.689
12/9/2017,Medellin,Private Shared,24,3,21,12,345.6,69.8112,50.8032,14.1696,8.781
12/9/2017,Medellin,Private,88,11,77,37,1335.7,276.4899,196.3479,57.4351,8.776
12/9/2017,Santa Teresa North,Private,22,1,21,16,537.6,169.344,75.8016,30.6432,8.752
12/9/2017,Puerto Viejo,Private,32,1,31,18,680.4,218.4084,65.3184,17.01,8.781
12/9/2017,Manuel Antonio,Private Shared,18,1,17,13,374.4,119.4336,62.1504,20.592,8.736
12/9/2017,San Jose,Private Shared,14,1,13,11,316.8,99.792,48.7872,20.9088,8.747
12/9/2017,Puerto Viejo,Private Shared,40,1,39,22,633.6,205.92,73.4976,17.7408,8.774
12/9/2017,La Fortuna,Private,20,1,19,8,285.6,97.9608,30.8448,3.9984,8.791
12/9/2017,Red Frog,Private Shared,14,1,13,11,277.2,92.5848,56.5488,16.3548,8.756
12/9/2017,Jaco,Private Shared,26,1,25,12,367.2,121.5432,37.0872,13.2192,8.772
12/10/2017,Medellin,Dorm,215,23,192,92,1748,361.836,297.16,54.188,8.771
12/10/2017,Antigua,Private,34,5,29,14,523.6,2.618,74.8748,5.236,9.003
12/10/2017,Bocas del Toro,Private Shared,32,1,31,24,648,224.856,153.576,79.056,8.69
12/10/2017,Bocas del Toro,Dorm,154,3,151,116,1856,631.04,412.032,178.176,8.686
12/10/2017,San Jose,Private,40,1,39,28,999.6,298.8804,163.9344,61.9752,8.763
12/10/2017,Jaco,Dorm,118,2,116,57,912,321.936,82.992,43.776,8.771
12/10/2017,Santa Teresa North,Dorm,140,1,139,91,1456,438.256,219.856,69.888,8.751
12/10/2017,Tamarindo,Dorm,144,2,142,79,1343,424.388,163.846,52.377,8.778
12/10/2017,Santa Teresa North,Private Shared,16,1,15,11,336.6,100.6434,48.1338,20.196,8.743
12/10/2017,Medellin,Private,88,11,77,40,1520,302.48,231.04,60.8,8.799
12/10/2017,Manuel Antonio,Dorm,116,2,114,77,1386,442.134,198.198,80.388,8.762
12/10/2017,Puerto Viejo,Dorm,66,2,64,33,528,178.464,53.328,13.728,8.77
12/10/2017,Red Frog,Dorm,24,0,24,18,288,99.936,56.16,18.72,8.748
12/10/2017,La Fortuna,Private Shared,32,2,30,13,374.4,132.5376,33.3216,6.3648,8.8
12/10/2017,Venao,Dorm,51,1,50,39,624,220.896,144.144,65.52,8.702
12/10/2017,Antigua,Dorm,92,13,79,36,612,3.672,82.008,15.912,8.981
12/10/2017,Medellin,Private Shared,24,3,21,11,334.4,62.8672,51.4976,12.3728,8.775
12/10/2017,Jaco,Private Shared,26,2,24,11,297,100.98,33.858,12.771,8.78
12/10/2017,San Jose,Dorm,86,1,85,60,960,279.36,144,65.28,8.745
12/10/2017,La Fortuna,Private,20,2,18,9,302.4,100.3968,32.9616,10.8864,8.809
12/10/2017,Bocas del Toro,Private,44,1,43,30,882,309.582,201.096,91.728,8.689
12/10/2017,Jaco,Private,42,1,41,20,630,211.05,68.67,14.49,8.795
12/10/2017,Venao,Private,12,1,11,9,302.4,100.3968,72.2736,35.9856,8.703
12/10/2017,La Fortuna,Dorm,100,4,96,35,525,179.55,48.825,17.85,8.797
12/10/2017,Tamarindo,Private,24,1,23,13,464.1,151.2966,62.1894,17.6358,8.768
12/10/2017,Santa Teresa North,Private,22,1,21,16,504,160.776,73.08,25.704,8.765
12/10/2017,Puerto Viejo,Private,32,1,31,17,642.6,210.7728,62.9748,26.9892,8.785
12/10/2017,Manuel Antonio,Private,60,1,59,42,1499.4,437.8248,215.9136,103.4586,8.755
12/10/2017,Red Frog,Private,34,1,33,26,873.6,301.392,175.5936,71.6352,8.757
12/10/2017,Manuel Antonio,Private Shared,18,1,17,14,403.2,124.992,58.8672,22.176,8.758
12/10/2017,Venao,Private Shared,34,1,33,24,648,228.096,142.56,60.912,8.698
12/10/2017,San Jose,Private Shared,14,1,13,11,316.8,98.5248,49.7376,14.8896,8.762
12/10/2017,Puerto Viejo,Private Shared,40,1,39,22,712.8,245.916,81.2592,19.2456,8.794
12/10/2017,Tamarindo,Private Shared,34,1,33,19,615.6,193.914,81.2592,29.5488,8.765
12/10/2017,Pedasi,Dorm,8,1,7,6,96,33.984,22.464,10.368,8.716
12/10/2017,Red Frog,Private Shared,14,1,13,11,316.8,104.544,63.9936,18.3744,8.748
12/11/2017,Bocas del Toro,Dorm,154,2,152,113,1808,634.608,401.376,168.144,8.693
12/11/2017,Tamarindo,Dorm,144,2,142,79,1343,436.475,173.247,60.435,8.762
12/11/2017,Puerto Viejo,Dorm,66,2,64,31,527,172.329,52.173,15.81,8.767
12/11/2017,Jaco,Dorm,118,1,117,51,816,284.784,94.656,17.952,8.783
12/11/2017,Tamarindo,Private Shared,34,1,33,20,648,201.528,85.536,18.144,8.757
12/11/2017,Medellin,Dorm,215,19,196,101,1919,360.772,284.012,72.922,8.78
12/11/2017,Venao,Dorm,51,1,50,37,518,176.12,124.838,54.908,8.688
12/11/2017,Bocas del Toro,Private,44,1,43,33,1039.5,358.6275,247.401,106.029,8.696
12/11/2017,Manuel Antonio,Dorm,116,2,114,83,1494,454.176,204.678,83.664,8.745
12/11/2017,Santa Teresa North,Dorm,140,3,137,98,1470,445.41,208.74,54.39,8.751
12/11/2017,La Fortuna,Private Shared,32,2,30,15,432,143.424,42.336,11.232,8.789
12/11/2017,Santa Teresa North,Private,22,1,21,15,504,154.728,78.12,25.2,8.767
12/11/2017,Medellin,Private,88,10,78,38,1299.6,235.2276,228.7296,32.49,8.789
12/11/2017,Antigua,Dorm,92,10,82,33,627,6.897,95.304,16.302,8.987
12/11/2017,Santa Teresa North,Private Shared,16,1,15,11,316.8,97.8912,42.768,14.256,8.746
12/11/2017,Jaco,Private,42,1,41,19,598.5,207.6795,61.047,20.349,8.773
12/11/2017,Manuel Antonio,Private Shared,18,1,17,14,453.6,138.348,75.2976,18.144,8.74
12/11/2017,Red Frog,Dorm,24,1,23,17,255,84.405,45.135,14.79,8.745
12/11/2017,San Jose,Dorm,86,1,85,65,1040,307.84,167.44,43.68,8.742
12/11/2017,La Fortuna,Dorm,100,4,96,39,624,218.4,68.016,18.72,8.802
12/11/2017,Manuel Antonio,Private,60,1,59,46,1545.6,460.5888,250.3872,95.8272,8.739
12/11/2017,Jaco,Private Shared,26,1,25,14,403.2,131.8464,35.8848,15.3216,8.794
12/11/2017,Puerto Viejo,Private Shared,40,1,39,21,642.6,212.7006,74.5416,23.1336,8.776
12/11/2017,Red Frog,Private Shared,14,1,13,10,288,95.904,57.6,23.04,8.743
12/11/2017,Medellin,Private Shared,24,3,21,10,304,57.152,52.592,11.856,8.779
12/11/2017,Pedasi,Dorm,8,1,7,6,90,30.78,21.15,9.36,8.724
12/11/2017,Red Frog,Private,34,1,33,23,772.8,278.208,157.6512,49.4592,8.749
12/11/2017,Venao,Private Shared,34,1,33,23,621,222.939,150.282,69.552,8.693
12/11/2017,Tamarindo,Private,24,1,23,14,529.2,171.4608,64.5624,23.814,8.773
12/11/2017,Antigua,Private,34,4,30,14,585.2,7.6076,87.1948,7.0224,8.999
12/11/2017,Bocas del Toro,Private Shared,32,1,31,22,594,207.306,133.056,69.498,8.687
12/11/2017,San Jose,Private,40,1,39,29,1096.2,322.2828,172.1034,49.329,8.762
12/11/2017,San Jose,Private Shared,14,1,13,11,316.8,92.5056,48.1536,18.0576,8.752
12/11/2017,La Fortuna,Private,20,1,19,8,285.6,102.2448,29.1312,5.9976,8.783
12/11/2017,Puerto Viejo,Private,32,1,31,18,680.4,218.4084,76.8852,28.5768,8.774
12/11/2017,Venao,Private,12,1,11,9,283.5,98.3745,69.174,33.7365,8.711
12/11/2017,Pedasi,Private,16,1,15,12,352.8,121.716,82.2024,35.6328,8.72
12/12/2017,Santa Teresa North,Dorm,140,3,137,99,1485,439.56,209.385,98.01,8.742
12/12/2017,Bocas del Toro,Dorm,154,2,152,110,1650,546.15,371.25,163.35,8.699
12/12/2017,La Fortuna,Dorm,100,6,94,44,748,250.58,80.784,21.692,8.802
12/12/2017,Red Frog,Private,34,1,33,25,787.5,280.35,155.925,59.0625,8.745
12/12/2017,San Jose,Private,40,1,39,31,1106.7,327.5832,173.7519,65.2953,8.762
12/12/2017,Antigua,Dorm,92,10,82,37,703,7.733,99.123,23.199,9.002
12/12/2017,Puerto Viejo,Private,32,1,31,17,606.9,200.8839,69.1866,30.9519,8.793
12/12/2017,Medellin,Private Shared,24,2,22,10,288,52.992,47.52,11.232,8.772
12/12/2017,Red Frog,Dorm,24,1,23,18,288,99.072,58.752,16.704,8.737
12/12/2017,Medellin,Dorm,215,19,196,97,1746,331.74,307.296,71.586,8.783
12/12/2017,Manuel Antonio,Dorm,116,2,114,83,1494,452.682,222.606,85.158,8.762
12/12/2017,San Jose,Dorm,86,2,84,62,992,287.68,146.816,54.56,8.751
12/12/2017,Tamarindo,Private Shared,34,1,33,20,576,179.712,67.968,25.344,8.761
12/12/2017,Santa Teresa North,Private,22,1,21,14,441,134.946,58.653,16.758,8.759
12/12/2017,Tamarindo,Dorm,144,2,142,88,1408,444.928,163.328,50.688,8.774
12/12/2017,Jaco,Dorm,118,2,116,51,765,255.51,83.385,17.595,8.789
12/12/2017,Puerto Viejo,Dorm,66,1,65,35,560,180.32,54.32,13.44,8.774
12/12/2017,Santa Teresa North,Private Shared,16,1,15,11,316.8,97.2576,50.3712,12.3552,8.751
12/12/2017,Manuel Antonio,Private Shared,18,1,17,12,367.2,108.324,57.6504,21.2976,8.752
12/12/2017,Jaco,Private,42,2,40,19,638.4,212.5872,72.7776,17.2368,8.774
12/12/2017,Medellin,Private,88,8,80,41,1402.2,256.6026,236.9718,70.11,8.79
12/12/2017,La Fortuna,Private,20,1,19,8,268.8,95.6928,28.7616,7.5264,8.783
12/12/2017,Manuel Antonio,Private,60,1,59,46,1642.2,494.3022,246.33,73.899,8.753
12/12/2017,Venao,Private Shared,34,1,33,25,675,226.125,153.225,74.925,8.703
12/12/2017,Red Frog,Private Shared,14,1,13,11,316.8,111.5136,56.0736,17.7408,8.744
12/12/2017,Bocas del Toro,Private,44,1,43,30,1008,348.768,235.872,119.952,8.705
12/12/2017,La Fortuna,Private Shared,32,2,30,14,403.2,140.7168,35.8848,7.2576,8.797
12/12/2017,Venao,Dorm,51,0,51,36,504,179.928,122.976,59.976,8.689
12/12/2017,San Jose,Private Shared,14,1,13,10,306,89.046,46.818,16.524,8.741
12/12/2017,Antigua,Private,34,4,30,13,514.8,1.5444,66.924,3.6036,8.983
12/12/2017,Bocas del Toro,Private Shared,32,1,31,22,633.6,211.6224,136.224,63.9936,8.714
12/12/2017,Venao,Private,12,1,11,9,283.5,96.1065,64.9215,30.9015,8.691
12/12/2017,Puerto Viejo,Private Shared,40,1,39,20,648,207.36,74.52,30.456,8.776
12/12/2017,Pedasi,Dorm,8,1,7,6,96,34.176,22.464,8.928,8.707
12/12/2017,Tamarindo,Private,24,1,23,13,436.8,143.2704,48.048,20.0928,8.776
12/12/2017,Pedasi,Private,16,1,15,11,369.6,131.5776,80.5728,38.4384,8.702
12/13/2017,Jaco,Private,42,2,40,19,678.3,226.5522,59.6904,28.4886,8.792
12/13/2017,Manuel Antonio,Dorm,116,2,114,86,1376,430.688,209.152,90.816,8.762
12/13/2017,Bocas del Toro,Dorm,154,3,151,112,1792,605.696,387.072,195.328,8.714
12/13/2017,Jaco,Dorm,118,3,115,55,825,275.55,76.725,39.6,8.775
12/13/2017,Medellin,Private,88,10,78,43,1634,326.8,254.904,78.432,8.779
12/13/2017,Santa Teresa North,Private,22,1,21,15,504,149.688,75.096,27.72,8.742
12/13/2017,Tamarindo,Dorm,144,2,142,89,1424,472.768,193.664,58.384,8.756
12/13/2017,Tamarindo,Private Shared,34,1,33,21,680.4,215.6868,80.9676,28.5768,8.783
12/13/2017,Venao,Dorm,51,1,50,36,504,168.84,116.424,51.912,8.708
12/13/2017,La Fortuna,Dorm,100,4,96,42,672,227.808,55.776,22.176,8.797
12/13/2017,Red Frog,Dorm,24,1,23,18,288,100.8,54.72,22.176,8.735
12/13/2017,Manuel Antonio,Private,60,1,59,43,1625.4,502.2486,240.5592,102.4002,8.741
12/13/2017,Santa Teresa North,Dorm,140,3,137,101,1717,530.553,252.399,96.152,8.742
12/13/2017,Puerto Viejo,Private Shared,40,1,39,20,648,216.432,70.632,21.384,8.789
12/13/2017,Puerto Viejo,Dorm,66,1,65,36,648,207.36,80.352,31.104,8.785
12/13/2017,San Jose,Private,40,1,39,28,940.8,289.7664,151.4688,41.3952,8.758
12/13/2017,La Fortuna,Private Shared,32,1,31,14,403.2,143.5392,44.352,8.064,8.799
12/13/2017,Medellin,Dorm,215,25,190,95,1900,378.1,302.1,77.9,8.792
12/13/2017,Antigua,Dorm,92,13,79,33,561,5.61,77.979,15.147,8.992
12/13/2017,Medellin,Private Shared,24,3,21,10,304,61.408,51.984,15.504,8.782
12/13/2017,Manuel Antonio,Private Shared,18,1,17,14,428.4,125.0928,63.4032,24.4188,8.745
12/13/2017,Bocas del Toro,Private,44,1,43,32,940.8,315.168,228.6144,93.1392,8.686
12/13/2017,Red Frog,Private Shared,14,1,13,10,270,91.53,53.19,19.17,8.747
12/13/2017,Puerto Viejo,Private,32,1,31,17,642.6,209.4876,75.1842,19.9206,8.768
12/13/2017,Tamarindo,Private,24,1,23,14,529.2,172.5192,67.2084,17.4636,8.755
12/13/2017,Red Frog,Private,34,1,33,25,735,264.6,145.53,53.655,8.745
12/13/2017,San Jose,Dorm,86,1,85,58,1044,320.508,150.336,60.552,8.744
12/13/2017,Venao,Private Shared,34,1,33,26,702,246.402,155.142,68.796,8.712
12/13/2017,La Fortuna,Private,20,2,18,9,283.5,96.39,27.4995,5.9535,8.802
12/13/2017,Santa Teresa North,Private Shared,16,1,15,12,367.2,116.0352,54.3456,22.7664,8.754
12/13/2017,Pedasi,Dorm,8,1,7,6,96,34.272,22.368,8.352,8.703
12/13/2017,Antigua,Private,34,5,29,15,594,5.94,84.942,5.94,8.989
12/13/2017,Bocas del Toro,Private Shared,32,1,31,25,630,209.79,144.9,75.6,8.699
12/13/2017,Venao,Private,12,1,11,9,302.4,105.84,71.9712,31.4496,8.709
12/13/2017,San Jose,Private Shared,14,1,13,11,336.6,101.9898,55.2024,18.1764,8.755
12/13/2017,Pedasi,Private,16,1,15,12,352.8,122.4216,76.2048,33.8688,8.708
12/14/2017,Venao,Dorm,51,1,50,34,476,168.98,115.192,52.36,8.697
12/14/2017,Puerto Viejo,Dorm,66,2,64,32,576,190.08,67.392,23.616,8.78
12/14/2017,Medellin,Private,88,9,79,36,1368,265.392,239.4,61.56,8.792
12/14/2017,Jaco,Private,42,2,40,22,693,232.848,79.002,18.711,8.798
12/14/2017,Puerto Viejo,Private,32,1,31,18,604.8,198.9792,63.504,22.9824,8.777
12/14/2017,Antigua,Dorm,92,13,79,30,540,1.62,80.46,16.74,8.988
12/14/2017,Jaco,Private Shared,26,1,25,13,351,124.605,30.888,11.934,8.78
12/14/2017,Tamarindo,Private,24,1,23,15,567,179.172,75.411,19.278,8.771
12/14/2017,Bocas del Toro,Dorm,154,3,151,105,1575,546.525,360.675,155.925,8.698
12/14/2017,Antigua,Private,34,4,30,11,459.8,3.6784,62.9926,9.6558,8.993
12/14/2017,Medellin,Private Shared,24,3,21,12,364.8,68.9472,63.1104,13.4976,8.783
12/14/2017,Puerto Viejo,Private Shared,40,1,39,22,633.6,210.9888,74.1312,19.008,8.772
12/14/2017,Santa Teresa North,Dorm,140,3,137,93,1488,474.672,218.736,72.912,8.767
12/14/2017,La Fortuna,Dorm,100,6,94,42,714,243.474,74.256,29.274,8.796
12/14/2017,San Jose,Private Shared,14,0,14,10,288,83.808,45.504,16.128,8.749
12/14/2017,Jaco,Dorm,118,3,115,49,784,259.504,74.48,27.44,8.77
12/14/2017,Medellin,Dorm,215,26,189,96,1728,342.144,267.84,72.576,8.776
12/14/2017,Manuel Antonio,Private,60,1,59,45,1512,446.04,214.704,80.136,8.744
12/14/2017,Venao,Private,12,1,11,9,264.6,89.4348,57.4182,27.5184,8.7
12/14/2017,Manuel Antonio,Dorm,116,2,114,83,1328,413.008,183.264,79.68,8.744
12/14/2017,San Jose,Private,40,1,39,27,907.2,282.1392,147.8736,38.1024,8.757
12/14/2017,Santa Teresa North,Private,22,1,21,15,535.5,162.792,78.183,21.9555,8.751
12/14/2017,Tamarindo,Private Shared,34,1,33,18,550.8,183.9672,71.604,28.6416,8.764
12/14/2017,Tamarindo,Dorm,144,1,143,82,1312,415.904,149.568,57.728,8.765
12/14/2017,Pedasi,Dorm,8,1,7,6,90,30.06,19.44,7.65,8.71
12/14/2017,Bocas del Toro,Private,44,1,43,31,976.5,325.1745,211.9005,111.321,8.688
12/14/2017,San Jose,Dorm,86,1,85,63,1134,352.674,157.626,70.308,8.753
12/14/2017,Venao,Private Shared,34,1,33,23,662.4,223.2288,148.3776,79.488,8.691
12/14/2017,Bocas del Toro,Private Shared,32,1,31,22,633.6,223.6608,138.7584,58.9248,8.7
12/14/2017,La Fortuna,Private,20,1,19,8,285.6,94.248,31.416,6.5688,8.782
12/14/2017,Santa Teresa North,Private Shared,16,1,15,12,324,100.764,51.192,19.764,8.745
12/14/2017,La Fortuna,Private Shared,32,2,30,12,345.6,121.6512,35.2512,8.64,8.801
12/14/2017,Red Frog,Private Shared,14,1,13,11,316.8,108.6624,55.7568,18.6912,8.744
12/14/2017,Red Frog,Dorm,24,1,23,19,304,101.232,53.808,17.024,8.741
12/14/2017,Red Frog,Private,34,1,33,25,840,288.12,169.68,57.12,8.762
12/14/2017,Pedasi,Private,16,1,15,12,403.2,141.5232,94.752,36.288,8.696
12/14/2017,Manuel Antonio,Private Shared,18,1,17,12,388.8,117.0288,59.8752,17.8848,8.759
12/15/2017,Antigua,Private,34,5,29,13,486.2,9.2378,70.499,15.5584,8.992
12/15/2017,Bocas del Toro,Private,44,1,43,34,999.6,335.8656,233.9064,100.9596,8.703
12/15/2017,Puerto Viejo,Dorm,66,1,65,33,594,207.306,62.964,23.166,8.775
12/15/2017,Medellin,Dorm,215,20,195,103,1854,361.53,289.224,70.452,8.779
12/15/2017,Manuel Antonio,Dorm,116,1,115,82,1312,414.592,204.672,90.528,8.756
12/15/2017,San Jose,Private,40,1,39,27,907.2,289.3968,129.7296,45.36,8.748
12/15/2017,Santa Teresa North,Dorm,140,1,139,93,1488,471.696,206.832,95.232,8.75
12/15/2017,Bocas del Toro,Private Shared,32,1,31,24,691.2,231.552,161.0496,74.6496,8.703
12/15/2017,Bocas del Toro,Dorm,154,1,153,106,1484,507.528,333.9,173.628,8.685
12/15/2017,Red Frog,Private Shared,14,1,13,10,288,95.04,57.312,21.888,8.762
12/15/2017,La Fortuna,Dorm,100,6,94,37,555,184.815,50.505,8.88,8.783
12/15/2017,San Jose,Dorm,86,1,85,62,992,295.616,140.864,66.464,8.745
12/15/2017,Medellin,Private,88,9,79,42,1516.2,277.4646,238.0434,74.2938,8.772
12/15/2017,Antigua,Dorm,92,12,80,31,589,2.356,82.46,5.89,9
12/15/2017,Red Frog,Private,34,1,33,25,787.5,272.475,147.2625,59.85,8.742
12/15/2017,La Fortuna,Private Shared,32,2,30,12,324,115.668,27.54,12.312,8.796
12/15/2017,Venao,Private Shared,34,1,33,26,655.2,217.5264,152.6616,68.1408,8.691
12/15/2017,Venao,Dorm,51,1,50,39,585,199.485,133.965,61.425,8.685
12/15/2017,Tamarindo,Dorm,144,3,141,80,1440,456.48,162.72,60.48,8.755
12/15/2017,Manuel Antonio,Private Shared,18,1,17,14,453.6,138.8016,70.7616,24.4944,8.745
12/15/2017,Puerto Viejo,Private,32,1,31,16,537.6,182.784,54.8352,15.0528,8.786
12/15/2017,Manuel Antonio,Private,60,1,59,41,1463.7,427.4004,229.8009,95.1405,8.755
12/15/2017,Jaco,Dorm,118,4,114,51,816,266.832,90.576,19.584,8.784
12/15/2017,Jaco,Private Shared,26,1,25,13,351,122.85,32.292,11.232,8.775
12/15/2017,San Jose,Private Shared,14,1,13,10,288,91.872,45.216,12.96,8.757
12/15/2017,Tamarindo,Private,24,1,23,15,504,161.28,66.528,22.176,8.782
12/15/2017,Jaco,Private,42,2,40,22,693,231.462,76.923,20.79,8.777
12/15/2017,Tamarindo,Private Shared,34,1,33,21,604.8,189.9072,66.528,25.4016,8.778
12/15/2017,Pedasi,Dorm,8,1,7,6,84,28.56,18.564,7.476,8.695
12/15/2017,Red Frog,Dorm,24,1,23,18,270,89.37,51.03,20.79,8.745
12/15/2017,Venao,Private,12,1,11,9,283.5,98.9415,62.0865,34.587,8.693
12/15/2017,Medellin,Private Shared,24,3,21,12,384,77.952,57.216,15.36,8.795
12/15/2017,Santa Teresa North,Private Shared,16,1,15,10,306,97.002,42.84,18.666,8.762
12/15/2017,Puerto Viejo,Private Shared,40,1,39,21,604.8,205.632,61.6896,19.3536,8.777
12/15/2017,La Fortuna,Private,20,1,19,8,252,85.176,27.468,3.528,8.802
12/15/2017,Santa Teresa North,Private,22,1,21,15,535.5,167.076,80.8605,31.5945,8.75
12/15/2017,Pedasi,Private,16,1,15,13,436.8,149.3856,97.8432,46.3008,8.706
12/16/2017,Jaco,Dorm,118,4,114,50,850,298.35,82.45,22.95,8.772
12/16/2017,Medellin,Private,88,11,77,36,1231.2,257.3208,185.9112,50.4792,8.775
12/16/2017,Santa Teresa North,Dorm,140,1,139,98,1470,458.64,226.38,61.74,8.74
12/16/2017,Venao,Dorm,51,1,50,36,540,189.54,124.2,57.24,8.711
12/16/2017,Tamarindo,Private Shared,34,0,34,19,581.4,186.6294,76.1634,31.977,8.768
12/16/2017,Manuel Antonio,Private Shared,18,1,17,13,374.4,108.576,56.9088,19.0944,8.758
12/16/2017,Tamarindo,Dorm,144,3,141,77,1232,388.08,154,39.424,8.784
12/16/2017,Tamarindo,Private,24,1,23,13,491.4,153.8082,55.0368,26.0442,8.764
12/16/2017,Santa Teresa North,Private,22,1,21,15,504,160.272,75.096,19.656,8.746
12/16/2017,Bocas del Toro,Dorm,154,1,153,112,1792,612.864,406.784,209.664,8.709
12/16/2017,Jaco,Private,42,1,41,19,598.5,196.9065,68.229,23.3415,8.774
12/16/2017,Manuel Antonio,Private,60,0,60,41,1377.6,417.4128,223.1712,92.2992,8.753
12/16/2017,Manuel Antonio,Dorm,116,3,113,86,1462,461.992,239.768,78.948,8.762
12/16/2017,Antigua,Private,34,5,29,12,475.2,8.0784,61.776,3.3264,9.003
12/16/2017,Bocas del Toro,Private Shared,32,1,31,24,648,228.096,153.576,62.208,8.706
12/16/2017,Medellin,Dorm,215,25,190,87,1653,335.559,276.051,42.978,8.796
12/16/2017,La Fortuna,Private Shared,32,2,30,14,428.4,154.224,41.9832,12.4236,8.798
12/16/2017,Puerto Viejo,Dorm,66,1,65,31,496,171.12,58.528,21.824,8.768
12/16/2017,Red Frog,Dorm,24,1,23,16,240,80.4,48.48,18,8.758
12/16/2017,Antigua,Dorm,92,12,80,33,561,1.122,74.613,19.074,8.987
12/16/2017,San Jose,Private,40,1,39,30,1134,349.272,165.564,48.762,8.758
12/16/2017,La Fortuna,Private,20,2,18,8,285.6,100.5312,23.1336,9.4248,8.782
12/16/2017,Pedasi,Dorm,8,1,7,6,90,30.51,19.8,9.36,8.703
12/16/2017,Jaco,Private Shared,26,1,25,13,397.8,132.0696,44.1558,9.5472,8.774
12/16/2017,Bocas del Toro,Private,44,1,43,32,1008,359.856,224.784,118.944,8.714
12/16/2017,La Fortuna,Dorm,100,6,94,38,608,208.544,65.664,12.768,8.808
12/16/2017,Venao,Private,12,1,11,10,315,108.99,71.19,37.8,8.69
12/16/2017,Red Frog,Private Shared,14,1,13,10,270,90.72,48.06,16.74,8.736
12/16/2017,Medellin,Private Shared,24,3,21,11,352,73.568,53.504,14.08,8.774
12/16/2017,San Jose,Private Shared,14,1,13,11,316.8,99.4752,52.272,18.6912,8.76
12/16/2017,Santa Teresa North,Private Shared,16,1,15,12,345.6,107.136,52.1856,14.1696,8.751
12/16/2017,Puerto Viejo,Private Shared,40,1,39,22,673.2,235.62,74.052,19.5228,8.793
12/16/2017,Puerto Viejo,Private,32,1,31,16,604.8,197.7696,65.9232,30.8448,8.794
12/16/2017,Venao,Private Shared,34,1,33,23,579.6,203.4396,137.3652,57.96,8.688
12/16/2017,San Jose,Dorm,86,1,85,59,944,278.48,146.32,55.696,8.754
12/16/2017,Red Frog,Private,34,1,33,24,756,258.552,135.324,45.36,8.74
12/16/2017,Pedasi,Private,16,1,15,12,403.2,139.104,85.8816,41.9328,8.712
12/17/2017,Bocas del Toro,Dorm,154,2,152,113,1808,598.448,430.304,168.144,8.693
12/17/2017,Manuel Antonio,Dorm,116,0,116,86,1376,416.928,211.904,60.544,8.751
12/17/2017,Santa Teresa North,Dorm,140,2,138,101,1717,527.119,228.361,65.246,8.769
12/17/2017,Tamarindo,Private Shared,34,1,33,21,604.8,198.3744,72.576,21.7728,8.759
12/17/2017,Tamarindo,Dorm,144,3,141,80,1280,428.8,174.08,38.4,8.781
12/17/2017,Medellin,Private,88,10,78,37,1406,258.704,209.494,49.21,8.795
12/17/2017,Red Frog,Dorm,24,1,23,17,272,94.928,48.416,14.96,8.737
12/17/2017,Puerto Viejo,Dorm,66,2,64,32,544,190.4,61.472,21.76,8.765
12/17/2017,Red Frog,Private Shared,14,1,13,11,277.2,92.5848,54.8856,22.7304,8.748
12/17/2017,Red Frog,Private,34,1,33,26,873.6,291.7824,157.248,58.5312,8.741
12/17/2017,Jaco,Private,42,1,41,19,598.5,196.9065,68.229,13.7655,8.776
12/17/2017,Medellin,Dorm,215,19,196,87,1740,356.7,273.18,59.16,8.773
12/17/2017,Tamarindo,Private,24,1,23,15,567,186.543,64.071,20.412,8.776
12/17/2017,Antigua,Private,34,5,29,12,448.8,0.8976,68.6664,4.0392,9.008
12/17/2017,Venao,Dorm,51,1,50,34,510,182.58,110.67,59.67,8.692
12/17/2017,San Jose,Dorm,86,1,85,62,1116,329.22,181.908,45.756,8.74
12/17/2017,San Jose,Private,40,1,39,28,940.8,274.7136,145.824,58.3296,8.763
12/17/2017,Jaco,Dorm,118,4,114,50,750,258,84.75,26.25,8.799
12/17/2017,La Fortuna,Dorm,100,5,95,42,630,214.83,65.52,8.19,8.794
12/17/2017,Antigua,Dorm,92,13,79,35,630,7.56,84.42,17.01,8.99
12/17/2017,Venao,Private Shared,34,1,33,25,720,254.88,164.16,67.68,8.707
12/17/2017,La Fortuna,Private,20,1,19,7,220.5,75.411,24.0345,6.615,8.805
